userid,newfbid,school,department,class,schregion,tracking,schoolnb,classnb,actualnb,gender,birthyear,marriage1,major1,major2,grade,scorelevel,mailcode,liveplace,height,weight,wakehour,wakeminute,sleephour,sleepminute,eatoutside,stayoutside,liveabroad,travel,travel_NEasia,travel_SEasia,travel_China,travel_HKMacao,travel_MidEast,travel_Europe,travel_CenSouthamerica,travel_Namerica,travel_AustraNewzea,travel_Africa,travel_Other,travel_Never,contact_people,contact_known,contact_web1,invest,invest_stock,invest_ETF,invest_bond,invest_derivative,invest_other,invest_never,invest_otherdes,stock,stock_concrete,stock_food,stock_plastic,stock_textile,stock_machine,stock_electric,stock_glass,stock_paper,stock_steel,stock_rubber,stock_mobile,stock_building,stock_chemical,stock_bio,stock_oil,stock_semicon,stock_computer,stock_photoelec,stock_communication,stock_eleccompo,stock_elecdistributor,stock_net,stock_elecother,stock_shipping,stock_tourism,stock_fin,stock_department,stock_composite,stock_other,investnews,news_family,news_friend,news_pro,news_massmedia,news_socialmedia,news_none,talksociety,politicinterest,vote,nettime,happy,health,exercise,career,career_other,c1,c1_1,c1_2,c1_3,c2,c2_1,c2_2,c2_3,c2_4,c2_5,c2_6,c2_7,c2_8,c2_9,c2_10,c2_11,c3,c3_1,c3_2,c3_3,c3_4,c4,c4_1,c4_2,c4_3,c4_4,c4_5,c4_6,c4_7,c4_8,c4_9,c4_10,c4_11,c4_12,c4_13,c4_14,c4_15,c4_16,c4_17,c4_18,c4_19,c4_20,c4_21,c5,c5_1,c5_2,c5_3,c5_4,c5_5,c5_6,c5_7,c5_8,c5_9,c5_10,c5_11,c5_12,c5_13,c5_14,c5_15,c5_16,c5_17,c5_18,c5_19,c5_20,c5_21,c6,c6_1,c6_2,c6_3,c6_4,c6_5,c6_6,snatype,snatype1,snatype2,snatype3,depress,netaddict,FBaddict,open,extra,agree,consci,neuro,stufin,data,c_error,lie
694,e3ce4f95e3225e0b2864629870c472d9,16,2,0,3,1,55,55,54,M,1993,N,9,62,4,L 25%,117,Metro,174.0,75.0,7.0,30.0,0.0,30.0,6.0,2.0,1,"c(""1"", ""3"", ""4"")",1,0,1,1,0,0,0,0,0,0,0,0,3.0,5.0,1.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""1"", ""2"", ""5"")",1.0,1.0,0.0,0.0,1.0,0.0,3,3,1,5.0,6,4,3,8,,"c(""4"", ""3"", ""4"")",1,2,1,"c(""3"", ""2"", ""1"", ""2"", ""1"", ""1"", ""2"", ""2"", ""4"", ""3"", ""2"")",2,3,4,3,4,4,3,3,1,2,3,"c(""4"", ""4"", ""3"", ""3"")",2,2,3,3,"c(""1"", ""1"", ""1"", ""2"", ""2"", ""1"", ""1"", ""4"", ""1"", ""4"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""4"", ""1"", ""1"", ""2"", ""3"")",1,1,1,2,2,1,1,4,1,4,1,1,1,1,1,1,4,1,1,2,3,"c(""3"", ""2"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""4"", ""1"", ""1"", ""1"")",3,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,4,1,1,1,"c(""3"", ""1"", ""1"", ""1"", ""1"", ""2"")",3,1,1,1,1,2,"c(""1"", ""2"")",1,1,0,31,25,9,3.0,3.5,2.5,3.0,2.0,1,1,0,0
704,84410183f019036cb98035a50cbb5f1c,16,2,0,3,1,55,55,54,M,1993,Y,8,62,4,L 25%,912,Metro,171.0,70.0,8.0,30.0,23.0,30.0,7.0,4.0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,3.0,5.0,3.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,1.0,3,2,2,6.0,5,2,4,8,,"c(""2"", ""2"", ""2"")",3,3,3,"c(""4"", ""2"", ""2"", ""2"", ""2"", ""1"", ""3"", ""3"", ""4"", ""1"", ""3"")",1,3,3,3,3,4,2,2,1,4,2,"c(""5"", ""5"", ""2"", ""1"")",1,1,4,5,"c(""2"", ""2"", ""4"", ""2"", ""1"", ""2"", ""2"", ""2"", ""2"", ""4"", ""2"", ""3"", ""3"", ""2"", ""2"", ""1"", ""2"", ""2"", ""2"", ""2"", ""3"")",2,2,4,2,1,2,2,2,2,4,2,3,3,2,2,1,2,2,2,2,3,"c(""3"", ""2"", ""1"", ""2"", ""2"", ""1"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""1"", ""1"", ""1"", ""3"", ""2"", ""4"", ""1"", ""1"", ""2"")",3,2,1,2,2,1,2,2,2,2,2,2,1,1,1,3,2,4,1,1,2,"c(""2"", ""2"", ""1"", ""2"", ""1"", ""1"")",2,2,1,2,1,1,"c(""1"", ""2"")",1,1,0,43,35,9,3.0,4.0,3.0,3.0,3.0,1,1,0,0
1600,21896d6633f6450f8a7260561fbc8ba8,16,2,0,3,1,55,55,54,M,1993,N,8,62,4,25-50%,948,Sub,168.0,66.0,8.0,10.0,0.0,0.0,6.0,3.0,1,"c(""2"", ""3"")",0,1,1,0,0,0,0,0,0,0,0,0,2.0,4.0,2.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2,1,3.0,4,3,1,2,,"c(""3"", ""2"", ""3"")",2,3,2,"c(""3"", ""2"", ""2"", ""2"", ""2"", ""2"", ""3"", ""3"", ""4"", ""2"", ""2"")",2,3,3,3,3,3,2,2,1,3,3,"c(""3"", ""3"", ""2"", ""1"")",3,3,4,5,"c(""1"", ""2"", ""3"", ""2"", ""3"", ""2"", ""1"", ""3"", ""2"", ""4"", ""1"", ""2"", ""1"", ""3"", ""3"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"")",1,2,3,2,3,2,1,3,2,4,1,2,1,3,3,2,2,2,2,2,2,"c(""2"", ""3"", ""3"", ""3"", ""2"", ""4"", ""3"", ""3"", ""2"", ""3"", ""3"", ""2"", ""1"", ""2"", ""2"", ""2"", ""2"", ""4"", ""3"", ""2"", ""2"")",2,3,3,3,2,4,3,3,2,3,3,2,1,2,2,2,2,4,3,2,2,"c(""1"", ""2"", ""3"", ""3"", ""2"", ""1"")",1,2,3,3,2,1,2,0,1,0,41,49,12,2.5,3.0,3.0,3.0,2.5,1,1,0,0
721,500eb2092ebc36e52f637522dee38f9e,16,2,0,3,1,55,55,54,M,1994,Y,8,62,4,50-75%,409,Metro,168.0,66.0,9.0,0.0,0.0,0.0,7.0,3.5,1,4,0,0,0,1,0,0,0,0,0,0,0,0,3.0,4.0,1.0,2,1.0,,0.0,0.0,,0.0,,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,2,3,1,3.5,6,2,2,4,,"c(""3"", ""2"", ""1"")",2,3,4,"c(""3"", ""2"", ""1"", ""2"", ""2"", ""2"", ""2"", ""1"", ""4"", ""2"", ""2"")",2,3,4,3,3,3,3,4,1,3,3,"c(""4"", ""4"", ""3"", ""1"")",2,2,3,5,"c(""1"", ""1"", ""4"", ""3"", ""2"", ""2"", ""2"", ""4"", ""1"", ""4"", ""1"", ""2"", ""4"", ""1"", ""1"", ""1"", ""4"", ""1"", ""1"", ""1"", ""2"")",1,1,4,3,2,2,2,4,1,4,1,2,4,1,1,1,4,1,1,1,2,"c(""3"", ""2"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1"", ""1"", ""3"", ""4"", ""2"", ""1"", ""1"")",3,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,3,4,2,1,1,"c(""2"", ""1"", ""1"", ""3"", ""1"", ""1"")",2,1,1,3,1,1,"c(""1"", ""2"")",1,1,0,39,28,9,2.5,3.0,2.5,2.5,2.5,1,1,0,0
713,dbb6fc53bb4bbba06c2dc85e439863c8,16,2,0,3,1,55,55,54,F,1993,N,8,62,4,H 25%,948,Metro,157.0,50.0,9.0,20.0,1.0,0.0,7.0,1.0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,5.0,4.0,2.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2,2,7.0,4,2,6,2,,"c(""3"", ""3"", ""2"")",2,2,3,"c(""3"", ""2"", ""3"", ""3"", ""2"", ""3"", ""2"", ""1"", ""4"", ""2"", ""2"")",2,3,2,2,3,2,3,4,1,3,3,"c(""5"", ""5"", ""2"", ""1"")",1,1,4,5,"c(""2"", ""2"", ""3"", ""2"", ""2"", ""3"", ""3"", ""2"", ""2"", ""4"", ""2"", ""1"", ""2"", ""2"", ""3"", ""2"", ""2"", ""1"", ""1"", ""2"", ""3"")",2,2,3,2,2,3,3,2,2,4,2,1,2,2,3,2,2,1,1,2,3,"c(""3"", ""1"", ""2"", ""2"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1"", ""1"", ""3"", ""1"", ""2"", ""1"", ""1"", ""2"", ""4"", ""1"", ""2"", ""1"")",3,1,2,2,1,1,1,1,2,1,1,3,1,2,1,1,2,4,1,2,1,"c(""1"", ""1"", ""1"", ""1"", ""1"", ""1"")",1,1,1,1,1,1,"c(""1"", ""2"")",1,1,0,42,30,6,2.5,2.5,2.5,1.5,3.0,1,1,0,0
709,9ba71b01949936637e75968f390dce12,16,2,0,3,1,55,55,54,M,1993,N,8,62,4,25-50%,912,Rural,168.0,57.0,8.0,0.0,0.0,0.0,7.0,1.0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,3.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,3,3,1,12.0,5,4,2,8,,"c(""2"", ""4"", ""2"")",3,1,3,"c(""4"", ""1"", ""2"", ""2"", ""1"", ""2"", ""4"", ""1"", ""4"", ""1"", ""3"")",1,4,3,3,4,3,1,4,1,4,2,"c(""5"", ""3"", ""1"", ""1"")",1,3,5,5,"c(""2"", ""1"", ""2"", ""3"", ""2"", ""2"", ""2"", ""4"", ""1"", ""4"", ""1"", ""1"", ""3"", ""1"", ""4"", ""2"", ""4"", ""1"", ""2"", ""1"", ""4"")",2,1,2,3,2,2,2,4,1,4,1,1,3,1,4,2,4,1,2,1,4,"c(""5"", ""3"", ""1"", ""3"", ""2"", ""1"", ""1"", ""2"", ""3"", ""1"", ""3"", ""1"", ""1"", ""2"", ""2"", ""3"", ""1"", ""4"", ""1"", ""1"", ""1"")",5,3,1,3,2,1,1,2,3,1,3,1,1,2,2,3,1,4,1,1,1,"c(""5"", ""2"", ""1"", ""1"", ""2"", ""2"")",5,2,1,1,2,2,"c(""1"", ""2"")",1,1,0,43,38,13,3.5,3.5,4.0,2.0,3.0,1,1,0,0
724,bfa3f71411a99490fb903a4eadd759de,16,2,0,3,1,55,55,54,M,1994,N,8,62,4,H 25%,199,Metro,175.0,61.0,9.0,0.0,0.0,0.0,7.0,2.0,3,"c(""1"", ""9"")",1,0,0,0,0,0,0,0,1,0,0,0,4.0,4.0,2.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,4,3,1,8.0,6,4,3,8,,"c(""4"", ""2"", ""3"")",1,3,2,"c(""2"", ""1"", ""2"", ""1"", ""1"", ""2"", ""2"", ""2"", ""4"", ""2"", ""4"")",3,4,3,4,4,3,3,3,1,3,1,"c(""4"", ""2"", ""1"", ""1"")",2,4,5,5,"c(""2"", ""1"", ""1"", ""3"", ""1"", ""1"", ""2"", ""4"", ""1"", ""4"", ""1"", ""1"", ""4"", ""2"", ""1"", ""1"", ""4"", ""2"", ""2"", ""2"", ""2"")",2,1,1,3,1,1,2,4,1,4,1,1,4,2,1,1,4,2,2,2,2,"c(""2"", ""3"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""4"", ""1"", ""1"", ""1"")",2,3,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,4,1,1,1,"c(""4"", ""3"", ""1"", ""2"", ""1"", ""1"")",4,3,1,2,1,1,2,0,1,0,38,25,12,4.0,2.5,3.0,2.5,2.0,1,1,0,0
705,713b094832724012dcb3a276627d3132,16,2,0,3,1,55,55,54,F,1993,N,8,62,4,25-50%,254,Town,150.0,52.0,10.0,30.0,0.0,30.0,7.0,3.0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,3.0,5.0,2.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,1.0,4,2,2,8.0,6,4,3,2,,"c(""3"", ""3"", ""2"")",2,2,3,"c(""4"", ""2"", ""2"", ""1"", ""2"", ""2"", ""3"", ""2"", ""4"", ""1"", ""2"")",1,3,3,4,3,3,2,3,1,4,3,"c(""4"", ""1"", ""3"", ""2"")",2,5,3,4,"c(""1"", ""2"", ""2"", ""1"", ""2"", ""1"", ""2"", ""3"", ""1"", ""4"", ""2"", ""1"", ""4"", ""1"", ""1"", ""2"", ""4"", ""3"", ""1"", ""2"", ""2"")",1,2,2,1,2,1,2,3,1,4,2,1,4,1,1,2,4,3,1,2,2,"c(""3"", ""2"", ""2"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""1"", ""1"", ""4"", ""1"", ""2"", ""1"")",3,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,2,1,"c(""1"", ""1"", ""1"", ""1"", ""1"", ""1"")",1,1,1,1,1,1,"c(""1"", ""2"")",1,1,0,38,26,6,2.5,3.5,3.0,2.5,2.5,1,1,0,0
759,5acfd4384eb6961fe1d8e502b2a3ef76,16,2,0,3,1,55,55,54,M,1994,N,8,62,4,25-50%,244,Sub,160.0,60.0,9.0,30.0,0.0,40.0,6.0,5.0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,2.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,1.0,3,2,2,6.0,3,3,2,8,,"c(""3"", ""3"", ""3"")",2,2,2,"c(""3"", ""2"", ""2"", ""2"", ""2"", ""2"", ""3"", ""3"", ""4"", ""3"", ""2"")",2,3,3,3,3,3,2,2,1,2,3,"c(""3"", ""4"", ""2"", ""1"")",3,2,4,5,"c(""3"", ""2"", ""2"", ""2"", ""2"", ""3"", ""3"", ""2"", ""1"", ""4"", ""2"", ""1"", ""3"", ""2"", ""1"", ""1"", ""3"", ""1"", ""1"", ""1"", ""2"")",3,2,2,2,2,3,3,2,1,4,2,1,3,2,1,1,3,1,1,1,2,"c(""3"", ""2"", ""2"", ""2"", ""1"", ""2"", ""3"", ""2"", ""1"", ""1"", ""5"", ""3"", ""2"", ""2"", ""2"", ""3"", ""2"", ""4"", ""1"", ""2"", ""2"")",3,2,2,2,1,2,3,2,1,1,5,3,2,2,2,3,2,4,1,2,2,"c(""4"", ""2"", ""2"", ""2"", ""2"", ""2"")",4,2,2,2,2,2,"c(""1"", ""2"")",1,1,0,38,43,14,2.5,3.0,3.0,3.0,2.0,1,1,0,0
1126,96f565f06c2cc188a339f24c191270aa,16,2,0,3,1,55,55,54,F,1994,Y,8,62,4,25-50%,854,Rural,155.0,41.0,12.0,30.0,1.0,30.0,5.0,0.0,0,"c(""1"", ""2"")",1,1,0,0,0,0,0,0,0,0,0,0,3.0,5.0,4.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,1.0,1,1,4,97.0,4,2,6,3,,"c(""4"", ""4"", ""4"")",1,1,1,"c(""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""2"", ""4"", ""4"", ""2"")",4,4,4,4,4,4,4,3,1,1,3,"c(""5"", ""5"", ""1"", ""1"")",1,1,5,5,"c(""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""4"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"")",1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,"c(""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""4"", ""1"", ""1"", ""1"")",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,"c(""1"", ""1"", ""1"", ""1"", ""1"", ""1"")",1,1,1,1,1,1,3,0,0,1,20,20,6,3.0,2.5,2.5,3.0,1.0,1,1,2,0
741,c12925ccac7bf4462d9575d993b83d80,16,2,0,3,1,55,55,54,F,1993,N,8,62,4,H 25%,912,Rural,158.0,42.0,8.0,0.0,2.0,0.0,7.0,2.0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,4.0,3.0,3.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""1"", ""2"", ""4"", ""5"")",1.0,1.0,0.0,1.0,1.0,0.0,3,2,1,12.0,6,2,6,2,,"c(""4"", ""3"", ""2"")",1,2,3,"c(""4"", ""1"", ""1"", ""3"", ""1"", ""2"", ""4"", ""2"", ""4"", ""2"", ""3"")",1,4,4,2,4,3,1,3,1,3,2,"c(""5"", ""5"", ""2"", ""2"")",1,1,4,4,"c(""2"", ""2"", ""2"", ""3"", ""2"", ""2"", ""1"", ""4"", ""1"", ""4"", ""2"", ""1"", ""4"", ""1"", ""1"", ""1"", ""4"", ""2"", ""2"", ""1"", ""1"")",2,2,2,3,2,2,1,4,1,4,2,1,4,1,1,1,4,2,2,1,1,"c(""4"", ""3"", ""2"", ""3"", ""1"", ""1"", ""2"", ""1"", ""2"", ""2"", ""2"", ""2"", ""1"", ""2"", ""1"", ""2"", ""1"", ""4"", ""1"", ""1"", ""1"")",4,3,2,3,1,1,2,1,2,2,2,2,1,2,1,2,1,4,1,1,1,"c(""3"", ""2"", ""1"", ""1"", ""1"", ""1"")",3,2,1,1,1,1,1,1,0,0,39,35,9,3.5,3.5,4.0,3.0,3.0,1,1,0,0
744,0aed2cc9613db7af1532055641c3a0cf,16,2,0,3,1,55,55,54,M,1994,Y,8,62,4,H 25%,647,Rural,175.0,64.0,9.0,30.0,1.0,20.0,5.0,2.0,2,12,0,0,0,0,0,0,0,0,0,0,0,1,3.0,5.0,1.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,2.0,3,2,3,8,,"c(""3"", ""2"", ""2"")",2,3,3,"c(""2"", ""2"", ""2"", ""3"", ""2"", ""3"", ""2"", ""3"", ""4"", ""2"", ""3"")",3,3,3,2,3,2,3,2,1,3,2,"c(""4"", ""4"", ""2"", ""2"")",2,2,4,4,"c(""2"", ""2"", ""3"", ""3"", ""2"", ""2"", ""2"", ""2"", ""1"", ""4"", ""2"", ""2"", ""2"", ""2"", ""1"", ""2"", ""3"", ""1"", ""1"", ""2"", ""2"")",2,2,3,3,2,2,2,2,1,4,2,2,2,2,1,2,3,1,1,2,2,"c(""2"", ""3"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""4"", ""1"", ""1"", ""1"")",2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,1,"c(""2"", ""2"", ""2"", ""2"", ""1"", ""1"")",2,2,2,2,1,1,2,0,1,0,39,24,10,3.0,2.0,2.5,3.0,3.0,1,1,0,0
871,584caafeef9dfbda13233f3f5dadfb22,16,2,0,3,1,55,55,54,M,1994,N,8,62,4,50-75%,912,Metro,173.0,53.0,9.0,0.0,0.0,0.0,7.0,1.0,4,"c(""3"", ""4"")",0,0,1,1,0,0,0,0,0,0,0,0,1.0,5.0,1.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,2,3,4,6.0,4,4,6,9,,"c(""3"", ""4"", ""4"")",2,1,1,"c(""1"", ""3"", ""3"", ""3"", ""4"", ""4"", ""2"", ""2"", ""4"", ""1"", ""3"")",4,2,2,2,1,1,3,3,1,4,2,"c(""4"", ""4"", ""1"", ""3"")",2,2,5,3,"c(""1"", ""2"", ""2"", ""2"", ""3"", ""4"", ""2"", ""1"", ""2"", ""4"", ""3"", ""1"", ""2"", ""2"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""2"")",1,2,2,2,3,4,2,1,2,4,3,1,2,2,1,1,2,1,1,1,2,"c(""2"", ""2"", ""1"", ""1"", ""1"", ""1"", ""1"", ""2"", ""5"", ""1"", ""1"", ""2"", ""1"", ""3"", ""1"", ""2"", ""2"", ""4"", ""2"", ""1"", ""1"")",2,2,1,1,1,1,1,2,5,1,1,2,1,3,1,2,2,4,2,1,1,"c(""1"", ""1"", ""1"", ""1"", ""1"", ""1"")",1,1,1,1,1,1,2,0,1,0,36,33,6,2.0,1.0,2.0,2.0,3.5,1,1,0,0
743,2408baa8553d69aef732df1a01586ef4,16,2,0,3,1,55,55,54,F,1993,N,8,62,4,L 25%,912,Town,176.0,63.0,8.0,0.0,1.0,0.0,7.0,3.0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,2.0,4.0,3.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,3,3,2,4.0,6,4,1,2,,"c(""4"", ""3"", ""3"")",1,2,2,"c(""3"", ""2"", ""2"", ""3"", ""2"", ""2"", ""2"", ""2"", ""4"", ""3"", ""3"")",2,3,3,2,3,3,3,3,1,2,2,"c(""3"", ""4"", ""1"", ""1"")",3,2,5,5,"c(""1"", ""2"", ""2"", ""3"", ""1"", ""3"", ""2"", ""4"", ""2"", ""4"", ""3"", ""3"", ""3"", ""2"", ""3"", ""3"", ""4"", ""2"", ""2"", ""3"", ""2"")",1,2,2,3,1,3,2,4,2,4,3,3,3,2,3,3,4,2,2,3,2,"c(""5"", ""3"", ""2"", ""1"", ""1"", ""2"", ""5"", ""1"", ""1"", ""1"", ""2"", ""2"", ""1"", ""2"", ""1"", ""1"", ""1"", ""4"", ""1"", ""2"", ""1"")",5,3,2,1,1,2,5,1,1,1,2,2,1,2,1,1,1,4,1,2,1,"c(""2"", ""1"", ""2"", ""2"", ""2"", ""1"")",2,1,2,2,2,1,"c(""1"", ""2"")",1,1,0,50,36,10,3.0,3.0,2.5,2.5,2.5,1,1,0,0
712,f6385e4cc43396f984f84814c3fc93de,16,2,0,3,1,55,55,54,F,1993,N,8,62,4,25-50%,912,Sub,159.0,46.0,7.0,0.0,2.0,0.0,7.0,4.0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,3.0,5.0,2.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""1"", ""2"", ""3"")",1.0,1.0,1.0,0.0,0.0,0.0,4,2,2,12.0,6,3,3,2,,"c(""3"", ""4"", ""3"")",2,1,2,"c(""4"", ""2"", ""3"", ""2"", ""1"", ""1"", ""4"", ""2"", ""4"", ""3"", ""3"")",1,3,2,3,4,4,1,3,1,2,2,"c(""5"", ""5"", ""1"", ""1"")",1,1,5,5,"c(""3"", ""2"", ""3"", ""4"", ""4"", ""2"", ""1"", ""4"", ""1"", ""4"", ""1"", ""4"", ""4"", ""1"", ""1"", ""1"", ""2"", ""2"", ""2"", ""1"", ""4"")",3,2,3,4,4,2,1,4,1,4,1,4,4,1,1,1,2,2,2,1,4,"c(""5"", ""3"", ""1"", ""2"", ""1"", ""1"", ""1"", ""2"", ""2"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1"", ""3"", ""2"", ""4"", ""2"", ""1"", ""1"")",5,3,1,2,1,1,1,2,2,1,1,1,1,2,1,3,2,4,2,1,1,"c(""3"", ""2"", ""2"", ""2"", ""1"", ""1"")",3,2,2,2,1,1,"c(""1"", ""2"")",1,1,0,47,34,11,3.5,4.0,3.5,2.0,2.0,1,1,0,0
